fecha,h0,hf,pluvio,observador,fechahora,duracion,conico
2022-11-25,0.0,3.0,4.0,TITO,2022-11-25 00:00:00,3,3.8
2022-11-28,22.0,23.0,3.2,CRISTIAN,2022-11-28 22:00:00,1,0.0
2022-12-04,17.0,18.0,0.3,EDWIN,2022-12-04 17:00:00,1,0.4
2022-12-06,9.0,11.0,0.6,JAVIER,2022-12-06 09:00:00,2,0.8
2022-12-07,3.0,7.0,2.8,JAVIER,2022-12-07 03:00:00,4,3.9
2022-12-10,18.0,22.0,1.0,IVAN,2022-12-10 18:00:00,4,2.2
2022-12-11,20.0,23.0,0.0,IVAN,2022-12-11 20:00:00,3,0.0
2022-12-14,22.0,23.0,0.0,CRISTIAN,2022-12-14 22:00:00,1,0.0
2022-12-15,0.0,7.0,3.9,TITO,2022-12-15 00:00:00,7,22.7
2022-12-16,0.0,4.0,10.2,TITO,2022-12-16 00:00:00,4,6.5
2022-12-17,13.0,15.0,1.2,TITO,2022-12-17 13:00:00,2,1.3
2022-12-18,12.0,14.0,4.6,TITO,2022-12-18 12:00:00,2,4.4
2022-12-20,1.0,3.0,0.5,JAVIER,2022-12-20 01:00:00,2,0.5
2022-12-20,17.0,19.0,3.0,JAVIER,2022-12-20 17:00:00,2,2.8
2022-12-21,2.0,3.0,0.2,JAVIER,2022-12-21 02:00:00,1,0.2
2022-12-22,1.0,5.0,10.0,EDWIN,2022-12-22 01:00:00,4,10.0
2022-12-26,15.0,17.0,0.8,TITO,2022-12-26 15:00:00,2,0.7
2022-12-27,18.0,22.0,6.2,TITO,2022-12-27 18:00:00,4,6.5
2022-12-29,1.0,2.0,1.2,JAVIER,2022-12-29 01:00:00,1,0.85
2022-12-30,3.0,4.0,0.1,JAVIER,2022-12-30 03:00:00,1,0.2
2022-12-31,9.0,12.0,2.6,JAVIER,2022-12-31 09:00:00,3,2.6
2023-01-01,3,6.0,0.4,JAVIER,2023-01-01 03:00:00,3,0.8
2023-01-01,12,13.0,0.6,JAVIER,2023-01-01 12:00:00,1,0.65
2023-01-02,2,7.0,12.2,JAVIER,2023-01-02 02:00:00,5,12.5
2023-01-03,11,12.0,6.0,EDWIN,2023-01-03 11:00:00,1,6.5
2023-01-05,4,7.0,4.2,EDWIN,2023-01-05 04:00:00,3,4.5
2023-01-05,9,14.0,3.0,EDWIN,2023-01-05 09:00:00,5,4.6
2023-01-07,14,16.0,2.5,IVAN,2023-01-07 14:00:00,2,3.5
2023-01-09,22,23.0,0.0,JAVIER,2023-01-09 22:00:00,1,0.0
2023-01-10,0,1.0,4.9,JAVIER,2023-01-10 00:00:00,1,4.9
2023-01-19,4,6.0,7.2,IVAN,2023-01-19 04:00:00,2,7.0
2023-01-19,10,12.0,2.0,IVAN,2023-01-19 10:00:00,2,1.7
2023-01-22,10,11.0,1.8,EDWIN,2023-01-22 10:00:00,1,1.8
2023-01-23,5,6.0,1.4,TITO,2023-01-23 05:00:00,1,1.4
2023-01-24,16,17.0,1.4,TITO,2023-01-24 16:00:00,1,1.3
2023-01-25,0,4.0,3.4,TITO,2023-01-25 00:00:00,4,3.2
2023-01-25,15,16.0,1.6,TITO,2023-01-25 15:00:00,1,1.4
2023-01-27,1,4.0,2.6,JAVIER,2023-01-27 01:00:00,3,2.5
2023-01-28,3,9.0,6.6,JAVIER,2023-01-28 03:00:00,6,6.4
2023-01-29,0,3.0,7.0,JAVIER,2023-01-29 00:00:00,3,5.4
2023-01-30,0,3.0,5.4,EDWIN,2023-01-30 00:00:00,3,5.5
2023-01-31,16,17.0,1.6,EDWIN,2023-01-31 16:00:00,1,1.7
2023-02-01,0,10.0,33.2,EDWIN,2023-02-01 00:00:00,10,30.2
2023-02-03,0,5.0,10.0,IVAN,2023-02-03 00:00:00,5,10.5
2023-02-04,21,23.0,0.0,IVAN,2023-02-04 21:00:00,2,0.0
2023-02-05,0,1.0,8.0,IVAN,2023-02-05 00:00:00,1,8.5
2023-02-06,11,16.0,9.6,JAVIER,2023-02-06 11:00:00,5,7.8
2023-02-07,3,6.0,2.4,JAVIER,2023-02-07 03:00:00,3,2.7
2023-02-08,3,5.0,7.0,JAVIER,2023-02-08 03:00:00,2,7.4
2023-02-08,13,16.0,5.2,JAVIER,2023-02-08 13:00:00,3,6.1
2023-02-09,11,12.0,0.6,EDGAR,2023-02-09 11:00:00,1,0.5
2023-02-10,11,12.0,1.2,EDGAR,2023-02-10 11:00:00,1,1.3
2023-02-11,11,12.0,0.2,EDGAR,2023-02-11 11:00:00,1,0.2
2023-02-12,1,2.0,3.0,EDGAR,2023-02-12 01:00:00,1,2.8
2023-02-12,12,15.0,2.0,EDGAR,2023-02-12 12:00:00,3,2.0
2023-02-15,11,13.0,8.5,HUGO,2023-02-15 11:00:00,2,8.8
2023-02-15,22,23.0,2.0,HUGO,2023-02-15 22:00:00,1,2.1
2023-02-17,3,4.0,0.0,NATALIO,2023-02-17 03:00:00,1,
2023-02-18,4,4.0,1.0,NATALIO,2023-02-18 04:00:00,0,1.0
2023-02-20,11,12.0,3.4,TITO,2023-02-20 11:00:00,1,2.9
2023-02-21,14,15.0,1.9,TITO,2023-02-21 14:00:00,1,1.6
2023-02-22,11,13.0,20.6,TITO,2023-02-22 11:00:00,2,20.9
2023-03-08,5,6.0,0.6,EDGAR,2023-03-08 05:00:00,1,0.6
2023-03-09,6,12.0,2.1,HUGO,2023-03-09 06:00:00,6,2.0
2023-03-11,4,6.0,2.3,HUGO,2023-03-11 04:00:00,2,2.3
2023-03-15,3,4.0,3.2,NATALIO,2023-03-15 03:00:00,1,3.5
2023-03-16,12,15.0,2.8,TITO,2023-03-16 12:00:00,3,2.8
2023-03-17,11,15.0,1.2,TITO,2023-03-17 11:00:00,4,1.0
2023-03-18,6,12.0,3.2,TITO,2023-03-18 06:00:00,6,3.1
2023-03-20,2,6.0,4.0,EDWIN,2023-03-20 02:00:00,4,4.2
2023-03-20,13,16.0,4.4,EDWIN,2023-03-20 13:00:00,3,4.2
2023-03-21,13,14.0,1.2,EDWIN,2023-03-21 13:00:00,1,1.2
2023-03-27,14,16.0,8.8,JAVIER,2023-03-27 14:00:00,2,7.5
2023-03-28,11,14.0,1.6,JAVIER,2023-03-28 11:00:00,3,1.6
2023-03-29,10,13.0,7.8,JAVIER,2023-03-29 10:00:00,3,7.5
2023-03-30,1,4.0,2.8,EDGAR,2023-03-30 01:00:00,3,2.6
2023-03-30,11,12.0,0.6,EDGAR,2023-03-30 11:00:00,1,0.5
2023-03-31,3,6.0,0.8,EDGAR,2023-03-31 03:00:00,3,0.8
2023-03-31,10,13.0,0.4,EDGAR,2023-03-31 10:00:00,3,0.4
2023-04-01,4,7.0,2.6,EDGAR,2023-04-01 04:00:00,3,1.8
2023-04-01,13,16.0,3.4,EDGAR,2023-04-01 13:00:00,3,3.5
2023-04-05,0,1.0,5.2,HUGO,2023-04-05 00:00:00,1,
2023-04-07,14,15.0,4.4,NATALIO,2023-04-07 14:00:00,1,4.3
2023-04-09,12,18.0,3.2,NATALIO,2023-04-09 12:00:00,6,3.9
2023-05-02,16,16.0,4.3,NATALIO,2023-05-02 16:00:00,0,4.3
2023-05-04,14,14.0,0.4,NATALIO,2023-05-04 14:00:00,0,0.5
2023-05-05,2,7.0,2.6,TITO,2023-05-05 02:00:00,5,2.5
2023-05-05,10,17.0,12.2,TITO,2023-05-05 10:00:00,7,12.4
2023-05-06,20_05052023,4.0,14.6,TITO,2023-05-05 20:00:00,8,14.4
2023-05-07,21_05062023,3.0,3.2,TITO,2023-06-05 21:00:00,6,
2023-05-09,1,2.0,5.4,EDWIN,2023-05-09 01:00:00,1,5.5
2023-05-29,4,5.0,1.4,TITO,2023-05-29 04:00:00,1,1.5
2023-07-29,18,23.0,1.8,JAVIER,2023-07-29 18:00:00,5,1.7
2023-07-30,0,3.0,1.8,JAVIER,2023-07-30 00:00:00,3,
2023-08-05,13,15.0,2.3,HUGO,2023-08-05 13:00:00,2,2.5
2023-08-13,2,8.0,5.2,NATALIO,2023-08-13 02:00:00,6,4.6
2023-09-05,14,15.0,2.0,NATALIO,2023-09-05 14:00:00,1,3.5
2023-09-06,10,12.0,4.0,NATALIO,2023-09-06 10:00:00,2,3.0
2023-09-07,2,4.0,2.5,NATALIO,2023-09-07 02:00:00,2,3.0
2023-09-19,13,15.0,1.4,EDGAR,2023-09-19 13:00:00,2,1.2
2023-09-20,14,15.0,0.2,EDGAR,2023-09-20 14:00:00,1,0.2
2023-10-01,13,13.0,2.2,NATALIO,2023-10-01 13:00:00,0,2.2
2023-10-02,18,19.0,0.2,EDGAR,2023-10-02 18:00:00,1,0.2
2023-10-04,17,18.0,0.2,EDGAR,2023-10-04 17:00:00,1,0.2
2023-10-19,14,17.0,2.8,EDGAR,2023-10-19 14:00:00,3,2.2
2023-10-21,22_20102023,1.0,2.0,EDGAR,2023-10-20 22:00:00,3,1.6
2023-10-21,13,15.0,0.8,EDGAR,2023-10-21 13:00:00,2,0.8
2023-10-22,13,16.0,4.4,EDGAR,2023-10-22 13:00:00,3,4.4
2023-10-24,14,16.0,0.8,JAVIER,2023-10-24 14:00:00,2,0.8
2023-10-26,1,4.0,0.6,JAVIER,2023-10-26 01:00:00,3,0.6
2023-11-04,2,6.0,6.0,TITO,2023-11-04 02:00:00,4,5.2
2023-11-09,2,6.0,6.4,JAVIER,2023-11-09 02:00:00,4,6.0
2023-11-09,11,12.0,1.0,EDGAR,2023-11-09 11:00:00,1,1.0
2023-11-10,20,20.0,0.1,EDGAR,2023-11-10 20:00:00,0,0.1
2023-11-12,20,23.0,2.8,EDGAR,2023-11-12 20:00:00,3,3.0
2023-11-13,2,5.0,3.4,EDGAR,2023-11-13 02:00:00,3,3.5
2023-11-15,10,16.0,3.4,TITO,2023-11-15 10:00:00,6,2.2
2023-11-17,1,3.0,0.7,JAVIER,2023-11-17 01:00:00,2,0.7
2023-11-21,11,12.0,0.8,EDGAR,2023-11-21 11:00:00,1,0.8
2023-11-23,4,6.0,2.4,EDGAR,2023-11-23 04:00:00,2,2.3
2023-11-23,10,11.0,1.2,EDGAR,2023-11-23 10:00:00,1,1.1
2023-11-23,12,16.0,0.6,TITO,2023-11-23 12:00:00,4,0.4
2023-11-24,3,12.0,7.2,TITO,2023-11-24 03:00:00,9,7.4
2023-11-24,14,20.0,4.4,TITO,2023-11-24 14:00:00,6,4.3
2023-11-27,0,4.0,6.4,TITO,2023-11-27 00:00:00,4,6.6
2023-11-27,15,16.0,8.3,JAVIER,2023-11-27 15:00:00,1,8.2
2023-11-28,13,15.0,5.9,JAVIER,2023-11-28 13:00:00,2,6.0
2023-11-30,11,12.0,0.0,JAVIER,2023-11-30 11:00:00,1,
2023-12-01,5,9.0,3.2,EDGAR,2023-12-01 05:00:00,4,3.2
2023-12-01,13,15.0,2.8,EDGAR,2023-12-01 13:00:00,2,2.8
2023-12-02,18_01122023,4.0,18.0,EDGAR,2023-12-01 18:00:00,10,20.0
2023-12-02,11,13.0,2.4,EDGAR,2023-12-02 11:00:00,2,2.5
2023-12-02,15,15.0,2.4,EDGAR,2023-12-02 15:00:00,0,2.3
2023-12-03,3,4.0,1.4,EDGAR,2023-12-03 03:00:00,1,1.35
2023-12-03,10,12.0,1.1,EDGAR,2023-12-03 10:00:00,2,0.5
2023-12-04,11,14.0,3.6,TITO,2023-12-04 11:00:00,3,3.4
2023-12-05,3,8.0,5.8,TITO,2023-12-05 03:00:00,5,5.8
2023-12-08,4,8.0,3.8,JAVIER,2023-12-08 04:00:00,4,2.7
2023-12-11,3,7.0,15.8,EDGAR,2023-12-11 03:00:00,4,16.2
2023-12-14,15,17.0,4.4,TITO,2023-12-14 15:00:00,2,4.4
2023-12-15,3,6.0,11.8,TITO,2023-12-15 03:00:00,3,12.4
2023-12-15,13,15.0,2.4,TITO,2023-12-15 13:00:00,2,2.4
2023-12-16,10,14.0,4.5,TITO,2023-12-16 10:00:00,4,4.6
2023-12-17,21_16122023,2.0,8.0,TITO,2023-12-16 21:00:00,5,8.2
2023-12-17,13,15.0,3.2,TITO,2023-12-17 13:00:00,2,3.0
2023-12-20,19_19122023,2.0,9.9,JAVIER,2023-12-19 19:00:00,7,5.0
2023-12-26,7,13.0,1.6,TITO,2023-12-26 07:00:00,6,1.5
2023-12-28,11,12.0,0.2,BERNARDINO,2023-12-28 11:00:00,1,0.2
2023-12-29,11,16.0,3.2,BERNARDINO,2023-12-29 11:00:00,5,3.4
2023-12-30,13,14.0,0.8,BERNARDINO,2023-12-30 13:00:00,1,0.5
2023-12-31,19_30122023,6.0,11.0,BERNARDINO,2023-12-30 19:00:00,11,8.2
2024-01-03,12.0,14.0,1.8,PERCY,2024-01-03 12:00:00,2,1.6
2024-01-04,2.0,4.0,1.8,PERCY,2024-01-04 02:00:00,2,1.6
2024-01-04,14.0,15.0,0.8,TITO,2024-01-04 14:00:00,1,0.7
2024-01-05,0.0,4.0,12.6,TITO,2024-01-05 00:00:00,4,10.7
2024-01-12,3.0,6.0,2.4,JAVIER,2024-01-12 03:00:00,3,2.4
2024-01-15,3.0,11.0,16.2,BERNARDINO,2024-01-15 03:00:00,8,8.2
2024-01-17,15.0,16.0,4.6,BERNARDINO,2024-01-17 15:00:00,1,4.4
2024-01-19,8.0,9.0,0.8,TITO,2024-01-19 08:00:00,1,0.5
2024-01-20,5.0,9.0,8.6,TITO,2024-01-20 05:00:00,4,8.0
2024-01-22,6.0,7.0,0.8,TITO,2024-01-22 06:00:00,1,0.7
2024-01-23,14.0,17.0,8.7,JAVIER,2024-01-23 14:00:00,3,8.0
2024-01-24,12.0,16.0,9.3,JAVIER,2024-01-24 12:00:00,4,9.0
